AQI,÷ ¡øµ»º∂,PM10,O3,SO2,PM2.5,NO2,CO,date
151.0,÷–∂»Œ€»æ,89.0,216.0,14.0,50,45.0,1.1,2019/10/4
50.0,”≈,50.0,86.0,7.0,30,18.0,0.8,2019/10/5
29.0,”≈,24.0,29.0,8.0,16,23.0,0.7,2019/10/6
38.0,”≈,15.0,76.0,6.0,7,19.0,0.6,2019/10/7
38.0,”≈,20.0,76.0,7.0,11,22.0,0.7,2019/10/8
51.0,¡º,37.0,101.0,10.0,23,39.0,0.9,2019/10/9
58.0,¡º,66.0,69.0,9.0,39,44.0,1.0,2019/10/10
38.0,”≈,31.0,63.0,7.0,22,30.0,0.9,2019/10/11
49.0,”≈,44.0,69.0,6.0,34,23.0,1.0,2019/10/12
39.0,”≈,37.0,67.0,6.0,27,27.0,0.9,2019/10/13
54.0,¡º,58.0,96.0,7.0,31,23.0,0.8,2019/10/14
61.0,¡º,46.0,113.0,7.0,21,23.0,0.7,2019/10/15
33.0,”≈,31.0,65.0,6.0,21,26.0,0.7,2019/10/16
54.0,¡º,44.0,104.0,7.0,29,28.0,0.6,2019/10/17
80.0,¡º,46.0,136.0,7.0,29,45.0,0.9,2019/10/18
85.0,¡º,54.0,141.0,9.0,36,60.0,1.0,2019/10/19
90.0,¡º,67.0,134.0,10.0,45,72.0,1.1,2019/10/20
95.0,¡º,73.0,150.0,11.0,47,76.0,1.1,2019/10/21
59.0,¡º,64.0,91.0,9.0,42,41.0,0.9,2019/10/22
55.0,¡º,45.0,95.0,8.0,30,44.0,1.0,2019/10/23
64.0,¡º,52.0,116.0,8.0,32,51.0,0.9,2019/10/24
44.0,”≈,44.0,67.0,7.0,22,24.0,0.6,2019/10/25
49.0,”≈,49.0,48.0,8.0,21,34.0,0.5,2019/10/26
52.0,¡º,49.0,54.0,8.0,31,41.0,0.6,2019/10/27
54.0,¡º,51.0,82.0,8.0,32,43.0,0.7,2019/10/28
78.0,¡º,99.0,86.0,9.0,41,62.0,0.9,2019/10/29
99.0,¡º,139.0,102.0,12.0,52,79.0,1.1,2019/10/30
106.0,«·∂»Œ€»æ,138.0,103.0,13.0,60,92.0,1.3,2019/10/31
107.0,«·∂»Œ€»æ,122.0,112.0,11.0,53,94.0,1.2,2019/11/1
103.0,«·∂»Œ€»æ,129.0,102.0,12.0,63,86.0,1.1,2019/11/2
94.0,¡º,122.0,137.0,11.0,70,37.0,1.0,2019/11/3
102.0,«·∂»Œ€»æ,115.0,101.0,8.0,76,30.0,1.0,2019/11/4
83.0,¡º,96.0,112.0,11.0,61,55.0,1.1,2019/11/5
72.0,¡º,88.0,99.0,11.0,47,57.0,1.0,2019/11/6
73.0,¡º,78.0,127.0,9.0,40,40.0,0.8,2019/11/7
88.0,¡º,86.0,123.0,14.0,54,70.0,1.3,2019/11/8
102.0,«·∂»Œ€»æ,108.0,122.0,12.0,62,83.0,1.1,2019/11/9
92.0,¡º,98.0,107.0,10.0,58,73.0,0.9,2019/11/10
100.0,¡º,98.0,101.0,14.0,52,80.0,1.0,2019/11/11
64.0,¡º,78.0,87.0,11.0,45,50.0,0.9,2019/11/12
54.0,¡º,57.0,57.0,7.0,26,43.0,0.7,2019/11/13
73.0,¡º,54.0,60.0,9.0,20,58.0,0.6,2019/11/14
93.0,¡º,72.0,80.0,15.0,32,74.0,0.9,2019/11/15
109.0,«·∂»Œ€»æ,115.0,51.0,20.0,55,98.0,1.3,2019/11/16
102.0,«·∂»Œ€»æ,107.0,48.0,8.0,76,44.0,1.0,2019/11/17
60.0,¡º,69.0,56.0,7.0,15,28.0,0.5,2019/11/18
73.0,¡º,95.0,47.0,11.0,31,54.0,0.7,2019/11/19
80.0,¡º,87.0,56.0,13.0,35,64.0,0.8,2019/11/20
101.0,«·∂»Œ€»æ,109.0,32.0,17.0,52,81.0,1.0,2019/11/21
105.0,«·∂»Œ€»æ,132.0,61.0,17.0,61,90.0,1.2,2019/11/22
108.0,«·∂»Œ€»æ,116.0,31.0,18.0,55,96.0,1.3,2019/11/23
113.0,«·∂»Œ€»æ,130.0,55.0,11.0,85,47.0,1.1,2019/11/24
25.0,”≈,25.0,45.0,6.0,13,20.0,0.5,2019/11/25
39.0,”≈,31.0,22.0,6.0,25,31.0,0.8,2019/11/26
33.0,”≈,23.0,39.0,6.0,21,26.0,0.7,2019/11/27
88.0,¡º,88.0,31.0,10.0,65,42.0,1.1,2019/11/28
55.0,¡º,57.0,40.0,9.0,32,44.0,0.8,2019/11/29
64.0,¡º,57.0,22.0,7.0,46,39.0,0.7,2019/11/30
92.0,¡º,82.0,41.0,7.0,68,44.0,0.9,2019/12/1
83.0,¡º,92.0,49.0,11.0,61,63.0,1.2,2019/12/2
105.0,«·∂»Œ€»æ,101.0,38.0,10.0,61,89.0,1.3,2019/12/3
107.0,«·∂»Œ€»æ,107.0,59.0,12.0,64,94.0,1.3,2019/12/4
79.0,¡º,76.0,67.0,12.0,41,63.0,0.8,2019/12/5
133.0,«·∂»Œ€»æ,118.0,62.0,16.0,101,74.0,1.1,2019/12/6
99.0,¡º,107.0,64.0,16.0,72,79.0,1.2,2019/12/7
104.0,«·∂»Œ€»æ,110.0,70.0,16.0,71,88.0,1.1,2019/12/8
108.0,«·∂»Œ€»æ,105.0,60.0,13.0,63,95.0,1.1,2019/12/9
115.0,«·∂»Œ€»æ,136.0,29.0,14.0,80,109.0,1.5,2019/12/10
103.0,«·∂»Œ€»æ,129.0,56.0,14.0,72,86.0,1.2,2019/12/11
90.0,¡º,112.0,71.0,14.0,66,72.0,0.9,2019/12/12
137.0,«·∂»Œ€»æ,161.0,40.0,17.0,104,106.0,1.4,2019/12/13
180.0,÷–∂»Œ€»æ,179.0,48.0,15.0,136,64.0,1.3,2019/12/14
130.0,«·∂»Œ€»æ,146.0,36.0,16.0,99,64.0,1.4,2019/12/15
74.0,¡º,82.0,11.0,7.0,54,43.0,0.9,2019/12/16
69.0,¡º,63.0,18.0,8.0,50,41.0,1.0,2019/12/17
85.0,¡º,75.0,16.0,6.0,63,33.0,1.0,2019/12/18
53.0,¡º,47.0,33.0,8.0,33,42.0,0.9,2019/12/19
64.0,¡º,67.0,13.0,11.0,46,51.0,1.0,2019/12/20
70.0,¡º,61.0,10.0,10.0,45,56.0,1.0,2019/12/21
64.0,¡º,56.0,52.0,9.0,46,42.0,0.8,2019/12/22
60.0,¡º,60.0,29.0,9.0,43,40.0,0.9,2019/12/23
102.0,«·∂»Œ€»æ,93.0,13.0,9.0,76,47.0,1.5,2019/12/24
54.0,¡º,52.0,14.0,6.0,38,33.0,1.1,2019/12/25
100.0,¡º,92.0,47.0,9.0,75,45.0,1.2,2019/12/26
95.0,¡º,105.0,47.0,10.0,71,67.0,1.2,2019/12/27
105.0,«·∂»Œ€»æ,111.0,12.0,24.0,79,79.0,1.5,2019/12/28
72.0,¡º,67.0,36.0,8.0,52,52.0,1.0,2019/12/29
119.0,«·∂»Œ€»æ,112.0,41.0,7.0,90,53.0,1.3,2019/12/30
97.0,¡º,108.0,29.0,10.0,72,48.0,1.1,2019/12/31
73.0,¡º,76.0,13.0,11.0,46,58.0,1.0,2020/1/1
105.0,«·∂»Œ€»æ,103.0,7.0,6.0,79,48.0,0.9,2020/1/2
130.0,«·∂»Œ€»æ,116.0,9.0,6.0,99,51.0,1.0,2020/1/3
142.0,«·∂»Œ€»æ,135.0,6.0,7.0,108,53.0,1.3,2020/1/4
80.0,¡º,94.0,5.0,8.0,59,42.0,1.3,2020/1/5
55.0,¡º,21.0,11.0,5.0,12,44.0,1.6,2020/1/6
47.0,”≈,21.0,47.0,5.0,17,37.0,1.3,2020/1/7
54.0,¡º,47.0,42.0,8.0,38,35.0,1.1,2020/1/8
42.0,”≈,19.0,41.0,5.0,16,33.0,0.8,2020/1/9
42.0,”≈,29.0,31.0,5.0,29,32.0,0.8,2020/1/10
55.0,¡º,44.0,32.0,5.0,39,38.0,0.8,2020/1/11
84.0,¡º,80.0,28.0,6.0,62,61.0,1.2,2020/1/12
68.0,¡º,61.0,51.0,7.0,49,47.0,0.9,2020/1/13
142.0,«·∂»Œ€»æ,122.0,68.0,8.0,108,39.0,1.2,2020/1/14
120.0,«·∂»Œ€»æ,97.0,47.0,7.0,91,38.0,1.1,2020/1/15
82.0,¡º,58.0,41.0,5.0,60,26.0,0.8,2020/1/16
62.0,¡º,47.0,44.0,5.0,44,36.0,0.8,2020/1/17
77.0,¡º,63.0,52.0,8.0,56,48.0,1.0,2020/1/18
138.0,«·∂»Œ€»æ,114.0,73.0,8.0,105,50.0,1.0,2020/1/19
120.0,«·∂»Œ€»æ,116.0,72.0,11.0,91,76.0,1.4,2020/1/20
120.0,«·∂»Œ€»æ,101.0,45.0,8.0,91,47.0,1.2,2020/1/21
108.0,«·∂»Œ€»æ,89.0,45.0,5.0,81,30.0,1.0,2020/1/22
107.0,«·∂»Œ€»æ,89.0,47.0,5.0,80,23.0,1.1,2020/1/23
40.0,”≈,37.0,65.0,5.0,28,15.0,0.5,2020/1/24
63.0,¡º,52.0,52.0,5.0,45,13.0,0.8,2020/1/25
43.0,”≈,32.0,74.0,5.0,30,10.0,0.6,2020/1/26
65.0,¡º,48.0,63.0,5.0,47,11.0,0.8,2020/1/27
77.0,¡º,60.0,80.0,5.0,56,16.0,0.7,2020/1/28
74.0,¡º,57.0,85.0,8.0,54,21.0,0.7,2020/1/29
75.0,¡º,60.0,98.0,7.0,55,28.0,0.8,2020/1/30
97.0,¡º,80.0,110.0,10.0,72,34.0,1.0,2020/1/31
89.0,¡º,74.0,94.0,11.0,66,35.0,1.0,2020/2/1
87.0,¡º,69.0,73.0,7.0,64,33.0,0.8,2020/2/2
99.0,¡º,80.0,94.0,8.0,74,31.0,1.0,2020/2/3
87.0,¡º,73.0,106.0,9.0,64,36.0,0.9,2020/2/4
128.0,«·∂»Œ€»æ,103.0,93.0,9.0,97,32.0,1.3,2020/2/5
52.0,¡º,48.0,53.0,5.0,36,14.0,0.7,2020/2/6
26.0,”≈,20.0,46.0,5.0,18,12.0,0.6,2020/2/7
33.0,”≈,26.0,53.0,5.0,23,17.0,0.7,2020/2/8
45.0,”≈,35.0,81.0,6.0,31,20.0,0.8,2020/2/9
60.0,¡º,45.0,60.0,8.0,43,26.0,1.0,2020/2/10
40.0,”≈,31.0,55.0,6.0,28,17.0,0.9,2020/2/11
39.0,”≈,32.0,52.0,7.0,27,23.0,1.0,2020/2/12
35.0,”≈,31.0,49.0,9.0,24,23.0,1.2,2020/2/13
43.0,”≈,36.0,46.0,7.0,30,18.0,1.2,2020/2/14
27.0,”≈,25.0,54.0,5.0,13,10.0,0.8,2020/2/15
39.0,”≈,22.0,78.0,6.0,11,13.0,0.6,2020/2/16
44.0,”≈,23.0,88.0,6.0,14,17.0,0.6,2020/2/17
52.0,¡º,26.0,102.0,8.0,22,23.0,0.7,2020/2/18
43.0,”≈,34.0,86.0,12.0,30,22.0,0.8,2020/2/19
58.0,¡º,48.0,98.0,10.0,41,29.0,1.0,2020/2/20
69.0,¡º,53.0,81.0,7.0,50,20.0,0.9,2020/2/21
60.0,¡º,57.0,104.0,9.0,43,20.0,1.0,2020/2/22
60.0,¡º,69.0,101.0,13.0,35,23.0,1.0,2020/2/23
58.0,¡º,57.0,103.0,12.0,41,18.0,1.0,2020/2/24
100.0,¡º,89.0,100.0,7.0,75,21.0,1.2,2020/2/25
62.0,¡º,54.0,62.0,6.0,44,15.0,1.2,2020/2/26
46.0,”≈,45.0,57.0,6.0,32,17.0,0.9,2020/2/27
20.0,”≈,12.0,39.0,5.0,9,16.0,0.8,2020/2/28
40.0,”≈,17.0,80.0,6.0,17,19.0,1.0,2020/2/29
40.0,”≈,38.0,80.0,5.0,28,14.0,0.9,2020/3/1
38.0,”≈,36.0,67.0,6.0,26,15.0,0.9,2020/3/2
33.0,”≈,27.0,58.0,6.0,23,18.0,0.8,2020/3/3
50.0,”≈,40.0,100.0,8.0,33,22.0,1.0,2020/3/4
70.0,¡º,60.0,118.0,10.0,51,21.0,0.9,2020/3/5
58.0,¡º,48.0,72.0,9.0,41,18.0,0.9,2020/3/6
54.0,¡º,42.0,104.0,9.0,34,20.0,1.1,2020/3/7
39.0,”≈,32.0,68.0,8.0,27,20.0,1.2,2020/3/8
62.0,¡º,50.0,88.0,6.0,44,15.0,1.0,2020/3/9
51.0,¡º,52.0,97.0,6.0,32,19.0,0.9,2020/3/10
60.0,¡º,70.0,105.0,12.0,38,27.0,1.1,2020/3/11
67.0,¡º,63.0,72.0,17.0,48,31.0,1.3,2020/3/12
78.0,¡º,85.0,79.0,7.0,57,25.0,1.1,2020/3/13
65.0,¡º,78.0,109.0,7.0,47,19.0,0.9,2020/3/14
66.0,¡º,82.0,118.0,8.0,29,26.0,0.7,2020/3/15
68.0,¡º,86.0,96.0,12.0,45,32.0,1.1,2020/3/16
75.0,¡º,79.0,130.0,11.0,49,29.0,1.0,2020/3/17
63.0,¡º,73.0,115.0,10.0,45,22.0,0.9,2020/3/18
74.0,¡º,71.0,128.0,9.0,33,26.0,0.9,2020/3/19
80.0,¡º,88.0,135.0,14.0,32,24.0,1.0,2020/3/20
63.0,¡º,65.0,70.0,16.0,45,30.0,1.4,2020/3/21
78.0,¡º,86.0,108.0,8.0,57,16.0,1.1,2020/3/22
80.0,¡º,74.0,136.0,11.0,44,24.0,1.1,2020/3/23
54.0,¡º,57.0,86.0,14.0,37,24.0,1.1,2020/3/24
43.0,”≈,42.0,59.0,10.0,30,22.0,1.1,2020/3/25
40.0,”≈,36.0,80.0,9.0,24,20.0,1.0,2020/3/26
28.0,”≈,16.0,56.0,5.0,8,15.0,0.6,2020/3/27
39.0,”≈,15.0,77.0,7.0,11,17.0,0.7,2020/3/28
33.0,”≈,13.0,65.0,6.0,10,16.0,0.6,2020/3/29
34.0,”≈,19.0,67.0,6.0,15,17.0,0.6,2020/3/30
36.0,”≈,31.0,53.0,6.0,25,23.0,0.6,2020/3/31
44.0,”≈,34.0,88.0,7.0,26,26.0,0.8,2020/4/1
55.0,¡º,44.0,87.0,7.0,39,22.0,0.8,2020/4/2
63.0,¡º,67.0,95.0,8.0,45,25.0,0.7,2020/4/3
75.0,¡º,67.0,129.0,8.0,45,30.0,0.8,2020/4/4
98.0,¡º,75.0,157.0,9.0,49,30.0,0.8,2020/4/5
72.0,¡º,64.0,126.0,12.0,29,33.0,0.8,2020/4/6
87.0,¡º,65.0,144.0,11.0,40,43.0,0.9,2020/4/7
83.0,¡º,62.0,139.0,10.0,35,54.0,0.8,2020/4/8
100.0,¡º,65.0,160.0,9.0,36,55.0,0.8,2020/4/9
65.0,¡º,69.0,61.0,7.0,47,23.0,0.7,2020/4/10
43.0,”≈,24.0,85.0,5.0,18,18.0,0.5,2020/4/11
70.0,¡º,43.0,124.0,8.0,32,28.0,0.6,2020/4/12
72.0,¡º,47.0,126.0,8.0,28,46.0,0.6,2020/4/13
74.0,¡º,53.0,128.0,13.0,26,44.0,0.7,2020/4/14
76.0,¡º,51.0,131.0,15.0,28,42.0,0.7,2020/4/15
83.0,¡º,72.0,139.0,17.0,43,38.0,0.9,2020/4/16
75.0,¡º,100.0,112.0,11.0,34,21.0,0.6,2020/4/17
53.0,¡º,55.0,89.0,6.0,35,22.0,0.8,2020/4/18
82.0,¡º,27.0,138.0,5.0,21,20.0,0.7,2020/4/19
57.0,¡º,49.0,76.0,7.0,40,44.0,1.0,2020/4/20
47.0,”≈,47.0,66.0,8.0,29,30.0,0.7,2020/4/21
70.0,¡º,62.0,124.0,11.0,34,40.0,0.8,2020/4/22
70.0,¡º,74.0,123.0,10.0,40,41.0,0.7,2020/4/23
67.0,¡º,52.0,120.0,9.0,25,36.0,0.5,2020/4/24
72.0,¡º,49.0,126.0,8.0,23,35.0,0.5,2020/4/25
74.0,¡º,58.0,128.0,9.0,29,47.0,0.5,2020/4/26
83.0,¡º,66.0,139.0,9.0,30,42.0,0.6,2020/4/27
96.0,¡º,64.0,155.0,12.0,30,45.0,0.8,2020/4/28
110.0,«·∂»Œ€»æ,89.0,170.0,15.0,41,65.0,0.9,2020/4/29
67.0,¡º,80.0,120.0,10.0,46,42.0,0.9,2020/4/30
89.0,¡º,66.0,146.0,8.0,51,26.0,0.9,2020/5/1
78.0,¡º,70.0,133.0,7.0,41,33.0,0.8,2020/5/2
87.0,¡º,58.0,144.0,7.0,35,36.0,0.7,2020/5/3
75.0,¡º,79.0,129.0,8.0,40,48.0,0.9,2020/5/4
46.0,”≈,41.0,91.0,5.0,29,14.0,0.7,2020/5/5
51.0,¡º,51.0,77.0,8.0,29,27.0,1.1,2020/5/6
51.0,¡º,52.0,94.0,8.0,35,30.0,1.3,2020/5/7
40.0,”≈,28.0,79.0,5.0,16,20.0,1.0,2020/5/8
47.0,”≈,27.0,93.0,6.0,17,15.0,0.7,2020/5/9
69.0,¡º,31.0,122.0,6.0,15,27.0,0.6,2020/5/10
82.0,¡º,81.0,138.0,9.0,26,47.0,0.6,2020/5/11
86.0,¡º,82.0,143.0,9.0,30,50.0,0.5,2020/5/12
102.0,«·∂»Œ€»æ,104.0,162.0,14.0,47,55.0,0.9,2020/5/13
75.0,¡º,66.0,73.0,8.0,55,38.0,1.0,2020/5/14
73.0,¡º,74.0,105.0,7.0,53,46.0,1.1,2020/5/15
80.0,¡º,45.0,136.0,6.0,27,40.0,0.9,2020/5/16
80.0,¡º,52.0,136.0,6.0,34,36.0,0.8,2020/5/17
69.0,¡º,79.0,122.0,7.0,27,29.0,0.6,2020/5/18
121.0,«·∂»Œ€»æ,79.0,183.0,13.0,31,43.0,0.8,2020/5/19
69.0,¡º,87.0,121.0,15.0,43,48.0,0.9,2020/5/20
51.0,¡º,51.0,99.0,8.0,31,35.0,0.8,2020/5/21
100.0,¡º,64.0,160.0,8.0,33,57.0,0.8,2020/5/22
127.0,«·∂»Œ€»æ,73.0,189.0,7.0,4,54.0,0.7,2020/5/23
120.0,«·∂»Œ€»æ,94.0,182.0,8.0,47,47.0,0.8,2020/5/24
51.0,¡º,51.0,95.0,6.0,35,25.0,0.7,2020/5/25
90.0,¡º,43.0,147.0,6.0,31,28.0,0.6,2020/5/26
115.0,«·∂»Œ€»æ,59.0,176.0,8.0,3,34.0,0.6,2020/5/27
83.0,¡º,78.0,139.0,8.0,42,36.0,0.7,2020/5/28
60.0,¡º,65.0,93.0,7.0,43,36.0,1.0,2020/5/29
66.0,¡º,39.0,119.0,7.0,26,25.0,0.7,2020/5/30
70.0,¡º,56.0,124.0,8.0,33,45.0,0.9,2020/5/31
100.0,¡º,59.0,160.0,8.0,36,35.0,0.9,2020/6/1
60.0,¡º,44.0,111.0,5.0,29,24.0,0.8,2020/6/2
88.0,¡º,40.0,145.0,6.0,23,27.0,0.7,2020/6/3
67.0,¡º,36.0,120.0,6.0,23,21.0,0.6,2020/6/4
76.0,¡º,42.0,131.0,6.0,21,26.0,0.7,2020/6/5
84.0,¡º,36.0,140.0,8.0,18,24.0,0.8,2020/6/6
80.0,¡º,41.0,135.0,9.0,22,20.0,0.8,2020/6/7
93.0,¡º,44.0,151.0,8.0,20,19.0,0.7,2020/6/8
51.0,¡º,37.0,101.0,7.0,21,22.0,0.9,2020/6/9
45.0,”≈,35.0,89.0,5.0,26,21.0,0.7,2020/6/10
57.0,¡º,33.0,108.0,5.0,23,23.0,0.7,2020/6/11
49.0,”≈,32.0,97.0,5.0,16,28.0,0.7,2020/6/12
33.0,”≈,18.0,53.0,4.0,14,26.0,0.7,2020/6/13
34.0,”≈,19.0,51.0,4.0,15,27.0,0.9,2020/6/14
63.0,¡º,33.0,115.0,4.0,24,25.0,0.9,2020/6/15
53.0,¡º,29.0,103.0,5.0,16,23.0,0.8,2020/6/16
49.0,”≈,24.0,98.0,5.0,12,17.0,0.6,2020/6/17
41.0,”≈,12.0,81.0,5.0,9,23.0,0.8,2020/6/18
60.0,¡º,34.0,111.0,5.0,24,29.0,0.9,2020/6/19
38.0,”≈,20.0,75.0,5.0,15,23.0,0.8,2020/6/20
30.0,”≈,14.0,52.0,5.0,12,24.0,0.9,2020/6/21
43.0,”≈,19.0,25.0,5.0,15,34.0,0.9,2020/6/22
35.0,”≈,18.0,60.0,5.0,14,28.0,0.8,2020/6/23
95.0,¡º,36.0,153.0,5.0,26,41.0,0.8,2020/6/24
126.0,«·∂»Œ€»æ,55.0,188.0,6.0,35,38.0,1.0,2020/6/25
68.0,¡º,29.0,121.0,6.0,19,23.0,0.8,2020/6/26
38.0,”≈,23.0,59.0,5.0,14,30.0,0.6,2020/6/27
35.0,”≈,28.0,39.0,5.0,17,28.0,0.8,2020/6/28
37.0,”≈,14.0,73.0,5.0,11,26.0,0.6,2020/6/29
92.0,¡º,27.0,150.0,5.0,19,38.0,0.7,2020/6/30
90.0,¡º,46.0,147.0,6.0,30,31.0,0.8,2020/7/1
43.0,”≈,35.0,85.0,6.0,27,27.0,1.0,2020/7/2
77.0,¡º,22.0,132.0,5.0,15,26.0,0.7,2020/7/3
44.0,”≈,20.0,87.0,5.0,14,30.0,0.8,2020/7/4
34.0,”≈,13.0,43.0,5.0,11,27.0,0.9,2020/7/5
35.0,”≈,9.0,69.0,5.0,7,22.0,0.6,2020/7/6
47.0,”≈,13.0,93.0,5.0,9,20.0,0.6,2020/7/7
35.0,”≈,12.0,70.0,5.0,11,22.0,0.8,2020/7/8
100.0,¡º,36.0,159.0,5.0,28,32.0,0.9,2020/7/9
88.0,¡º,54.0,145.0,6.0,39,31.0,1.0,2020/7/10
29.0,”≈,28.0,58.0,6.0,18,21.0,0.8,2020/7/11
32.0,”≈,17.0,64.0,5.0,9,17.0,0.5,2020/7/12
49.0,”≈,17.0,98.0,5.0,12,18.0,0.5,2020/7/13
72.0,¡º,31.0,126.0,7.0,18,28.0,0.8,2020/7/14
28.0,”≈,18.0,55.0,5.0,12,21.0,0.6,2020/7/15
38.0,”≈,35.0,48.0,6.0,22,30.0,0.9,2020/7/16
65.0,¡º,54.0,117.0,7.0,35,39.0,1.2,2020/7/17
38.0,”≈,38.0,55.0,5.0,24,21.0,0.8,2020/7/18
56.0,¡º,24.0,107.0,5.0,20,17.0,0.6,2020/7/19
120.0,«·∂»Œ€»æ,67.0,181.0,6.0,53,29.0,0.8,2020/7/20
53.0,¡º,56.0,103.0,8.0,36,30.0,1.0,2020/7/21
61.0,¡º,40.0,113.0,6.0,24,20.0,0.7,2020/7/22
74.0,¡º,40.0,128.0,6.0,23,25.0,0.6,2020/7/23
87.0,¡º,47.0,144.0,8.0,29,22.0,1.0,2020/7/24
87.0,¡º,45.0,144.0,7.0,25,27.0,1.0,2020/7/25
33.0,”≈,31.0,46.0,6.0,17,26.0,0.7,2020/7/26
35.0,”≈,17.0,70.0,5.0,11,27.0,0.8,2020/7/27
51.0,¡º,26.0,101.0,5.0,17,27.0,0.8,2020/7/28
100.0,¡º,40.0,159.0,6.0,24,30.0,0.9,2020/7/29
48.0,”≈,44.0,96.0,6.0,28,29.0,1.0,2020/7/30
76.0,¡º,41.0,131.0,6.0,23,26.0,0.8,2020/7/31
72.0,¡º,46.0,126.0,31.0,21,7.0,0.8,2020/8/1
56.0,¡º,40.0,107.0,27.0,19,6.0,0.6,2020/8/2
50.0,”≈,37.0,100.0,28.0,15,5.0,0.5,2020/8/3
105.0,«·∂»Œ€»æ,62.0,165.0,43.0,34,7.0,0.9,2020/8/4
70.0,¡º,65.0,124.0,39.0,32,5.0,0.7,2020/8/5
41.0,”≈,24.0,81.0,17.0,10,5.0,0.5,2020/8/6
37.0,”≈,25.0,73.0,18.0,8,5.0,0.4,2020/8/7
44.0,”≈,31.0,88.0,20.0,14,6.0,0.5,2020/8/8
54.0,¡º,25.0,104.0,19.0,16,4.0,0.6,2020/8/9
47.0,”≈,21.0,94.0,20.0,10,4.0,0.6,2020/8/10
60.0,¡º,38.0,112.0,25.0,22,6.0,0.9,2020/8/11
40.0,”≈,37.0,79.0,20.0,19,5.0,0.7,2020/8/12
47.0,”≈,24.0,93.0,19.0,10,6.0,0.5,2020/8/13
43.0,”≈,22.0,85.0,20.0,8,6.0,0.5,2020/8/14
53.0,¡º,28.0,103.0,20.0,11,6.0,0.5,2020/8/15
62.0,¡º,35.0,114.0,23.0,12,6.0,0.5,2020/8/16
64.0,¡º,39.0,116.0,34.0,18,8.0,0.7,2020/8/17
93.0,¡º,50.0,151.0,36.0,26,11.0,0.9,2020/8/18
59.0,¡º,58.0,110.0,32.0,28,7.0,0.7,2020/8/19
56.0,¡º,38.0,107.0,24.0,20,7.0,0.9,2020/8/20
55.0,¡º,24.0,105.0,17.0,15,6.0,0.8,2020/8/21
111.0,«·∂»Œ€»æ,46.0,172.0,28.0,28,6.0,0.9,2020/8/22
84.0,¡º,47.0,140.0,26.0,26,7.0,0.7,2020/8/23
71.0,¡º,43.0,125.0,23.0,24,6.0,0.5,2020/8/24
60.0,¡º,33.0,111.0,20.0,15,6.0,0.6,2020/8/25
81.0,¡º,40.0,137.0,23.0,20,7.0,0.6,2020/8/26
120.0,«·∂»Œ€»æ,53.0,181.0,35.0,28,8.0,0.7,2020/8/27
124.0,«·∂»Œ€»æ,62.0,186.0,42.0,32,9.0,0.8,2020/8/28
111.0,«·∂»Œ€»æ,52.0,172.0,34.0,26,9.0,0.8,2020/8/29
128.0,«·∂»Œ€»æ,57.0,190.0,30.0,33,8.0,0.9,2020/8/30
108.0,«·∂»Œ€»æ,64.0,168.0,25.0,38,7.0,0.8,2020/8/31
96.0,¡º,55.0,155.0,7.0,28,20.0,0.7,2020/9/1
101.0,«·∂»Œ€»æ,60.0,161.0,9.0,31,26.0,0.8,2020/9/2
113.0,«·∂»Œ€»æ,61.0,174.0,9.0,26,50.0,0.7,2020/9/3
82.0,¡º,64.0,138.0,8.0,25,42.0,0.6,2020/9/4
133.0,«·∂»Œ€»æ,54.0,196.0,9.0,30,28.0,0.7,2020/9/5
126.0,«·∂»Œ€»æ,66.0,188.0,10.0,38,37.0,0.9,2020/9/6
112.0,«·∂»Œ€»æ,56.0,173.0,9.0,34,31.0,0.7,2020/9/7
150.0,«·∂»Œ€»æ,57.0,215.0,6.0,35,32.0,0.7,2020/9/8
116.0,«·∂»Œ€»æ,88.0,177.0,12.0,50,53.0,1.0,2020/9/9
51.0,¡º,33.0,101.0,5.0,22,25.0,0.7,2020/9/10
72.0,¡º,38.0,126.0,6.0,26,22.0,0.7,2020/9/11
80.0,¡º,48.0,135.0,8.0,28,26.0,0.8,2020/9/12
85.0,¡º,58.0,142.0,8.0,39,34.0,1.0,2020/9/13
45.0,”≈,43.0,86.0,6.0,31,29.0,0.9,2020/9/14
35.0,”≈,19.0,70.0,5.0,12,28.0,0.8,2020/9/15
43.0,”≈,25.0,67.0,6.0,14,34.0,0.9,2020/9/16
49.0,”≈,24.0,98.0,6.0,14,26.0,0.7,2020/9/17
83.0,¡º,44.0,139.0,7.0,29,41.0,0.9,2020/9/18
67.0,¡º,46.0,43.0,7.0,27,53.0,1.0,2020/9/19
42.0,”≈,28.0,79.0,7.0,18,33.0,0.9,2020/9/20
38.0,”≈,18.0,76.0,6.0,12,24.0,0.8,2020/9/21
38.0,”≈,15.0,76.0,5.0,12,23.0,0.7,2020/9/22
48.0,”≈,40.0,85.0,5.0,29,38.0,0.8,2020/9/23
75.0,¡º,73.0,105.0,7.0,49,60.0,1.1,2020/9/24
102.0,«·∂»Œ€»æ,90.0,41.0,7.0,49,84.0,1.2,2020/9/25
72.0,¡º,72.0,126.0,6.0,45,45.0,0.9,2020/9/26
98.0,¡º,61.0,157.0,6.0,37,39.0,0.9,2020/9/27
92.0,¡º,74.0,150.0,8.0,42,52.0,1.0,2020/9/28
54.0,¡º,54.0,73.0,5.0,38,37.0,0.9,2020/9/29
